Village,Treatment,Site,Sci_name,Palatability,Weight,Scientific_name,Family,Life_form,General_terms,x,y,Functional_type,Functional_groups
APA12,ab,APA12ab,Pulicaria wightiana,Yes,168,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.0411993,78.3177903,Annual herb,Forb
APA12,bgrnf,APA12bgrnf,Pulicaria wightiana,Yes,31,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.0406286,78.3174365,Annual herb,Forb
APA15,bgpnf,APA15bgpnf,Pulicaria wightiana,Yes,45,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.07274083,78.36364415,Annual herb,Forb
APA16,bgrnf,APA16bgrnf,Pulicaria wightiana,Yes,51,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.1162124,78.340371,Annual herb,Forb
APA17,bgpnf,APA17bgpnf,Pulicaria wightiana,Yes,120,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.1182461,78.3338937,Annual herb,Forb
APA17,bgrnf,APA17bgrnf,Pulicaria wightiana,Yes,1075,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.1183527,78.3349066,Annual herb,Forb
APA18,bgpnf,APA18bgpnf,Pulicaria wightiana,Yes,8,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.05877728,78.33773986,Annual herb,Forb
APA19,ab,APA19ab,Pulicaria wightiana,Yes,13,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.06168327,78.34201433,Annual herb,Forb
APA1,ab,APA1ab,Pulicaria wightiana,Yes,7,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.06974742,78.3350166,Annual herb,Forb
APA20,ab,APA20ab,Pulicaria wightiana,Yes,42,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.07351935,78.32029247,Annual herb,Forb
APA20,bgrnf,APA20bgrnf,Pulicaria wightiana,Yes,39,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.07855213,78.32909996,Annual herb,Forb
APA21,bgrnf,APA21bgrnf,Pulicaria wightiana,Yes,49,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.0087733,78.3203361,Annual herb,Forb
APA5,bgrnf,APA5bgrnf,Pulicaria wightiana,Yes,175,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.0633389,78.35483416,Annual herb,Forb
APA6,ab,APA6ab,Pulicaria wightiana,Yes,241,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.0322524,78.37958529,Annual herb,Forb
APA6,bgrnf,APA6bgrnf,Pulicaria wightiana,Yes,452,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.03027697,78.38398113,Annual herb,Forb
APA7,ab,APA7ab,Pulicaria wightiana,Yes,87,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.02755862,78.37557542,Annual herb,Forb
APA7,bgrnf,APA7bgrnf,Pulicaria wightiana,Yes,15,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.02257643,78.38102775,Annual herb,Forb
APA8,bgrnf,APA8bgrnf,Pulicaria wightiana,Yes,57,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,14.02132073,78.3810486,Annual herb,Forb
APC10,ab,APC10ab,Pulicaria wightiana,Yes,135,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.86199189,78.43342618,Annual herb,Forb
APC10,bgrnf,APC10bgrnf,Pulicaria wightiana,Yes,15,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.8647888,78.3988028,Annual herb,Forb
APC12,ab,APC12ab,Pulicaria wightiana,Yes,14,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.8698363,78.4179308,Annual herb,Forb
APC12,bgrnf,APC12bgrnf,Pulicaria wightiana,Yes,17,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.8937946,78.4132926,Annual herb,Forb
APC13,bgrnf,APC13bgrnf,Pulicaria wightiana,Yes,9,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.90526646,78.50195839,Annual herb,Forb
APC14,bgrnf,APC14bgrnf,Pulicaria wightiana,Yes,42,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.90507205,78.50428427,Annual herb,Forb
APC1,ab,APC1ab,Pulicaria wightiana,Yes,23,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.85288068,78.44261171,Annual herb,Forb
APC1,bgrnf,APC1bgrnf,Pulicaria wightiana,Yes,128,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.84873331,78.42895372,Annual herb,Forb
APC2,bgpnf,APC2bgpnf,Pulicaria wightiana,Yes,37,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.85048708,78.44295442,Annual herb,Forb
APC2,bgrnf,APC2bgrnf,Pulicaria wightiana,Yes,71,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.89582345,78.47713731,Annual herb,Forb
APC3,bgrnf,APC3bgrnf,Pulicaria wightiana,Yes,6,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.82903847,78.41240476,Annual herb,Forb
APC4,ab,APC4ab,Pulicaria wightiana,Yes,47,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.8421781,78.4288606,Annual herb,Forb
APC4,bgpnf,APC4bgpnf,Pulicaria wightiana,Yes,19,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.84584791,78.44843727,Annual herb,Forb
APC4,bgrnf,APC4bgrnf,Pulicaria wightiana,Yes,30,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.8435626,78.4210518,Annual herb,Forb
APC5,bgpnf,APC5bgpnf,Pulicaria wightiana,Yes,13,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.81476646,78.41896685,Annual herb,Forb
APC7,bgpnf,APC7bgpnf,Pulicaria wightiana,Yes,380,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.94232155,78.50763286,Annual herb,Forb
APC7,bgrnf,APC7bgrnf,Pulicaria wightiana,Yes,11,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.93962978,78.49521943,Annual herb,Forb
APC9,bgrnf,APC9bgrnf,Pulicaria wightiana,Yes,67,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Herb,Asters,13.87330434,78.52919306,Annual herb,Forb
APC10,ab,APC10ab,Rhynchosia rufescens,Yes,11,Rhynchosia rufescens DC.,Fabaceae,Undershrub,Legumes,13.86199189,78.43342618,Perennial herb,Forb
APC11,bgrnf,APC11bgrnf,Rhynchosia rufescens,Yes,20,Rhynchosia rufescens DC.,Fabaceae,Undershrub,Legumes,13.8387583,78.4107094,Perennial herb,Forb
APC1,bgrnf,APC1bgrnf,Rhynchosia rufescens,Yes,8,Rhynchosia rufescens DC.,Fabaceae,Undershrub,Legumes,13.84873331,78.42895372,Perennial herb,Forb
APC3,bgrnf,APC3bgrnf,Rhynchosia rufescens,Yes,13,Rhynchosia rufescens DC.,Fabaceae,Undershrub,Legumes,13.82903847,78.41240476,Perennial herb,Forb
APC4,bgpnf,APC4bgpnf,Rhynchosia rufescens,Yes,12,Rhynchosia rufescens DC.,Fabaceae,Undershrub,Legumes,13.84584791,78.44843727,Perennial herb,Forb
APC2,bgpnf,APC2bgpnf,Rhynchosia suaveolens,Yes,21,Rhynchosia suaveolens (L.f.) DC.,Fabaceae,Undershrub,Legumes,13.85048708,78.44295442,Perennial undershrub,Forb
APA12,bgrnf,APA12bgrnf,Justicia procumbens,Yes,6,Rostellularia obtusa Nees,Acanthaceae,Herb,Acanthus family,14.0406286,78.3174365,Annual herb,Forb
APA17,bgpnf,APA17bgpnf,Justicia procumbens,Yes,8,Rostellularia obtusa Nees,Acanthaceae,Herb,Acanthus family,14.1182461,78.3338937,Annual herb,Forb
APA17,bgrnf,APA17bgrnf,Justicia procumbens,Yes,74,Rostellularia obtusa Nees,Acanthaceae,Herb,Acanthus family,14.1183527,78.3349066,Annual herb,Forb
APA20,bgrnf,APA20bgrnf,Justicia procumbens,Yes,46,Rostellularia obtusa Nees,Acanthaceae,Herb,Acanthus family,14.07855213,78.32909996,Annual herb,Forb
APC12,bgpnf,APC12bgpnf,Justicia procumbens,Yes,26,Rostellularia obtusa Nees,Acanthaceae,Herb,Acanthus family,13.89265608,78.41413564,Annual herb,Forb
APC4,bgpnf,APC4bgpnf,Justicia procumbens,Yes,14,Rostellularia obtusa Nees,Acanthaceae,Herb,Acanthus family,13.84584791,78.44843727,Annual herb,Forb
APC2,bgpnf,APC2bgpnf,Sehima nervosum,Yes,151,Sehima nervosa (Rottler) Stapf,Poaceae,Herb,Grass,13.85048708,78.44295442,Annual/perennial herb,Graminoid
APC3,bgrnf,APC3bgrnf,Sehima nervosum,Yes,250,Sehima nervosa (Rottler) Stapf,Poaceae,Herb,Grass,13.82903847,78.41240476,Annual/perennial herb,Graminoid
APC4,ab,APC4ab,Sesamum laciniatum,Yes,15,Sesamum prostratum Retz.,Pedaliaceae,Herb,Sesame family,13.8421781,78.4288606,Annual herb,Forb
APC4,bgrnf,APC4bgrnf,Sesamum laciniatum,Yes,70,Sesamum prostratum Retz.,Pedaliaceae,Herb,Sesame family,13.8435626,78.4210518,Annual herb,Forb
APA12,ab,APA12ab,Spermacoce hispida,Yes,20,Spermacoce hispida L.,Rubiaceae,Herb,Coffee family,14.0411993,78.3177903,Annual/perennial herb,Forb
APA12,bgrnf,APA12bgrnf,Spermacoce hispida,Yes,17,Spermacoce hispida L.,Rubiaceae,Herb,Coffee family,14.0406286,78.3174365,Annual/perennial herb,Forb
APA21,bgrnf,APA21bgrnf,Spermacoce hispida,Yes,15,Spermacoce hispida L.,Rubiaceae,Herb,Coffee family,14.0087733,78.3203361,Annual/perennial herb,Forb
APC11,ab,APC11ab,Spermacoce hispida,Yes,74,Spermacoce hispida L.,Rubiaceae,Herb,Coffee family,13.8371911,78.4106671,Annual/perennial herb,Forb
APC12,bgrnf,APC12bgrnf,Spermacoce hispida,Yes,315,Spermacoce hispida L.,Rubiaceae,Herb,Coffee family,13.8937946,78.4132926,Annual/perennial herb,Forb
APC1,bgrnf,APC1bgrnf,Spermacoce hispida,Yes,106,Spermacoce hispida L.,Rubiaceae,Herb,Coffee family,13.84873331,78.42895372,Annual/perennial herb,Forb
APA10,bgpnf,APA10bgpnf,Spermacoce pusilla,Yes,180,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.01931795,78.38124299,Annual herb,Forb
APA12,bgrnf,APA12bgrnf,Spermacoce pusilla,Yes,15,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.0406286,78.3174365,Annual herb,Forb
APA15,bgpnf,APA15bgpnf,Spermacoce pusilla,Yes,89,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.07274083,78.36364415,Annual herb,Forb
APA16,bgrnf,APA16bgrnf,Spermacoce pusilla,Yes,37,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.1162124,78.340371,Annual herb,Forb
APA17,bgpnf,APA17bgpnf,Spermacoce pusilla,Yes,25,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.1182461,78.3338937,Annual herb,Forb
APA18,bgrnf,APA18bgrnf,Spermacoce pusilla,Yes,107,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.05540854,78.34276519,Annual herb,Forb
APA19,ab,APA19ab,Spermacoce pusilla,Yes,164,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.06168327,78.34201433,Annual herb,Forb
APA19,bgrnf,APA19bgrnf,Spermacoce pusilla,Yes,305,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.05936089,78.34454953,Annual herb,Forb
APA1,ab,APA1ab,Spermacoce pusilla,Yes,222,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.06974742,78.3350166,Annual herb,Forb
APA1,bgrnf,APA1bgrnf,Spermacoce pusilla,Yes,16,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.84898235,78.4284124,Annual herb,Forb
APA21,bgpnf,APA21bgpnf,Spermacoce pusilla,Yes,35,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.0091949,78.3198229,Annual herb,Forb
APA21,bgrnf,APA21bgrnf,Spermacoce pusilla,Yes,22,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.0087733,78.3203361,Annual herb,Forb
APA5,bgrnf,APA5bgrnf,Spermacoce pusilla,Yes,161,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.0633389,78.35483416,Annual herb,Forb
APA6,ab,APA6ab,Spermacoce pusilla,Yes,30,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.0322524,78.37958529,Annual herb,Forb
APA8,bgrnf,APA8bgrnf,Spermacoce pusilla,Yes,103,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,14.02132073,78.3810486,Annual herb,Forb
APC10,ab,APC10ab,Spermacoce pusilla,Yes,70,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.86199189,78.43342618,Annual herb,Forb
APC10,bgrnf,APC10bgrnf,Spermacoce pusilla,Yes,10,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.8647888,78.3988028,Annual herb,Forb
APC11,bgrnf,APC11bgrnf,Spermacoce pusilla,Yes,498,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.8387583,78.4107094,Annual herb,Forb
APC12,ab,APC12ab,Spermacoce pusilla,Yes,30,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.8698363,78.4179308,Annual herb,Forb
APC12,bgpnf,APC12bgpnf,Spermacoce pusilla,Yes,13,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.89265608,78.41413564,Annual herb,Forb
APC13,bgpnf,APC13bgpnf,Spermacoce pusilla,Yes,76,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.90649864,78.50191729,Annual herb,Forb
APC13,bgrnf,APC13bgrnf,Spermacoce pusilla,Yes,245,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.90526646,78.50195839,Annual herb,Forb
APC14,bgrnf,APC14bgrnf,Spermacoce pusilla,Yes,6,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.90507205,78.50428427,Annual herb,Forb
APC1,ab,APC1ab,Spermacoce pusilla,Yes,104,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.85288068,78.44261171,Annual herb,Forb
APC2,bgpnf,APC2bgpnf,Spermacoce pusilla,Yes,139,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.85048708,78.44295442,Annual herb,Forb
APC2,bgrnf,APC2bgrnf,Spermacoce pusilla,Yes,166,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.89582345,78.47713731,Annual herb,Forb
APC4,ab,APC4ab,Spermacoce pusilla,Yes,45,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.8421781,78.4288606,Annual herb,Forb
APC4,bgpnf,APC4bgpnf,Spermacoce pusilla,Yes,46,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.84584791,78.44843727,Annual herb,Forb
APC4,bgrnf,APC4bgrnf,Spermacoce pusilla,Yes,20,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.8435626,78.4210518,Annual herb,Forb
APC5,bgrnf,APC5bgrnf,Spermacoce pusilla,Yes,255,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.80497605,78.41399812,Annual herb,Forb
APC6,ab,APC6ab,Spermacoce pusilla,Yes,11,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.94070434,78.49388343,Annual herb,Forb
APC6,bgrnf,APC6bgrnf,Spermacoce pusilla,Yes,210,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.94001826,78.49399366,Annual herb,Forb
APC7,bgpnf,APC7bgpnf,Spermacoce pusilla,Yes,18,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.94232155,78.50763286,Annual herb,Forb
APC7,bgrnf,APC7bgrnf,Spermacoce pusilla,Yes,71,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.93962978,78.49521943,Annual herb,Forb
APC8,bgrnf,APC8bgrnf,Spermacoce pusilla,Yes,121,Spermacoce pusilla Wall.,Rubiaceae,Herb,Coffee family,13.8733068,78.52803175,Annual herb,Forb
APA20,bgrnf,APA20bgrnf,Sphaeranthus indicus,No,26,Sphaeranthus indicus L.,Asteraceae,Herb,Asters,14.07855213,78.32909996,Annual herb,Forb
APC2,bgrnf,APC2bgrnf,Stylosanthes scabra,Yes,13,Stylosanthes scabra Vogel,Fabaceae,Herb,Legumes,13.89582345,78.47713731,Perennial herb,Forb
APC7,bgrnf,APC7bgrnf,Stylosanthes scabra,Yes,13,Stylosanthes scabra Vogel,Fabaceae,Herb,Legumes,13.93962978,78.49521943,Perennial herb,Forb
APA1,bgrnf,APA1bgrnf,Tephrosia strigosa,Yes,6,Tephrosia strigosa (Dalzell) Santapau & Maheshw.,Fabaceae,Herb,Legumes,13.84898235,78.4284124,Annual/perennial herb,Forb
APA7,bgpnf,APA7bgpnf,Tephrosia strigosa,Yes,10,Tephrosia strigosa (Dalzell) Santapau & Maheshw.,Fabaceae,Herb,Legumes,14.02114351,78.38002126,Annual/perennial herb,Forb
APC10,ab,APC10ab,Tephrosia strigosa,Yes,5,Tephrosia strigosa (Dalzell) Santapau & Maheshw.,Fabaceae,Herb,Legumes,13.86199189,78.43342618,Annual/perennial herb,Forb
APC12,bgpnf,APC12bgpnf,Tephrosia strigosa,Yes,8,Tephrosia strigosa (Dalzell) Santapau & Maheshw.,Fabaceae,Herb,Legumes,13.89265608,78.41413564,Annual/perennial herb,Forb
APC1,ab,APC1ab,Tephrosia strigosa,Yes,9,Tephrosia strigosa (Dalzell) Santapau & Maheshw.,Fabaceae,Herb,Legumes,13.85288068,78.44261171,Annual/perennial herb,Forb
APC2,bgpnf,APC2bgpnf,Tephrosia strigosa,Yes,11,Tephrosia strigosa (Dalzell) Santapau & Maheshw.,Fabaceae,Herb,Legumes,13.85048708,78.44295442,Annual/perennial herb,Forb
APA18,bgpnf,APA18bgpnf,Tephrosia villosa,No,57,Tephrosia villosa (L.) Pers.,Fabaceae,Herb,Legumes,14.05877728,78.33773986,Annual herb,Forb
APA19,bgrnf,APA19bgrnf,Tephrosia villosa,No,9,Tephrosia villosa (L.) Pers.,Fabaceae,Herb,Legumes,14.05936089,78.34454953,Annual herb,Forb
APA1,ab,APA1ab,Tephrosia villosa,No,7,Tephrosia villosa (L.) Pers.,Fabaceae,Herb,Legumes,14.06974742,78.3350166,Annual herb,Forb
APA1,bgrnf,APA1bgrnf,Tephrosia villosa,No,16,Tephrosia villosa (L.) Pers.,Fabaceae,Herb,Legumes,13.84898235,78.4284124,Annual herb,Forb
APA20,bgrnf,APA20bgrnf,Tephrosia villosa,No,119,Tephrosia villosa (L.) Pers.,Fabaceae,Herb,Legumes,14.07855213,78.32909996,Annual herb,Forb
APC1,bgrnf,APC1bgrnf,Tephrosia villosa,No,238,Tephrosia villosa (L.) Pers.,Fabaceae,Herb,Legumes,13.84873331,78.42895372,Annual herb,Forb
APA17,bgrnf,APA17bgrnf,Tricholepis radicans,Yes,25,Tricholepis radicans (Roxb.) Wight,Asteraceae,Herb,Asters,14.1183527,78.3349066,Annual herb,Forb
APA12,bgrnf,APA12bgrnf,Trichuriella monsoniae,Yes,5,Trichuriella monsoniae (L.f.) Bennet,Amaranthaceae,Herb,Amaranth family,14.0406286,78.3174365,Perennial herb,Forb
APA12,bgrnf,APA12bgrnf,Tridax procumbens,Yes,9,Tridax procumbens L.,Asteraceae,Herb,Asters,14.0406286,78.3174365,Perennial herb,Forb
APA16,bgrnf,APA16bgrnf,Tridax procumbens,Yes,12,Tridax procumbens L.,Asteraceae,Herb,Asters,14.1162124,78.340371,Perennial herb,Forb
APA18,bgpnf,APA18bgpnf,Tridax procumbens,Yes,12,Tridax procumbens L.,Asteraceae,Herb,Asters,14.05877728,78.33773986,Perennial herb,Forb
APA19,ab,APA19ab,Tridax procumbens,Yes,11,Tridax procumbens L.,Asteraceae,Herb,Asters,14.06168327,78.34201433,Perennial herb,Forb
APA19,bgrnf,APA19bgrnf,Tridax procumbens,Yes,10,Tridax procumbens L.,Asteraceae,Herb,Asters,14.05936089,78.34454953,Perennial herb,Forb
APA1,bgrnf,APA1bgrnf,Tridax procumbens,Yes,2,Tridax procumbens L.,Asteraceae,Herb,Asters,13.84898235,78.4284124,Perennial herb,Forb
APA20,ab,APA20ab,Tridax procumbens,Yes,7,Tridax procumbens L.,Asteraceae,Herb,Asters,14.07351935,78.32029247,Perennial herb,Forb
APA20,bgrnf,APA20bgrnf,Tridax procumbens,Yes,35,Tridax procumbens L.,Asteraceae,Herb,Asters,14.07855213,78.32909996,Perennial herb,Forb
APA21,bgpnf,APA21bgpnf,Tridax procumbens,Yes,10,Tridax procumbens L.,Asteraceae,Herb,Asters,14.0091949,78.3198229,Perennial herb,Forb
APC10,bgrnf,APC10bgrnf,Tridax procumbens,Yes,6,Tridax procumbens L.,Asteraceae,Herb,Asters,13.8647888,78.3988028,Perennial herb,Forb
APA12,ab,APA12ab,Pentanema indicum,Yes,10,Vicoa indica (L.) DC.,Asteraceae,Herb,Asters,14.0411993,78.3177903,Perennial herb,Forb
APA1,bgrnf,APA1bgrnf,Pentanema indicum,Yes,16,Vicoa indica (L.) DC.,Asteraceae,Herb,Asters,13.84898235,78.4284124,Perennial herb,Forb
APC11,ab,APC11ab,Pentanema indicum,Yes,14,Vicoa indica (L.) DC.,Asteraceae,Herb,Asters,13.8371911,78.4106671,Perennial herb,Forb
APC11,bgrnf,APC11bgrnf,Pentanema indicum,Yes,26,Vicoa indica (L.) DC.,Asteraceae,Herb,Asters,13.8387583,78.4107094,Perennial herb,Forb
APC12,ab,APC12ab,Pentanema indicum,Yes,51,Vicoa indica (L.) DC.,Asteraceae,Herb,Asters,13.8698363,78.4179308,Perennial herb,Forb
APC1,bgrnf,APC1bgrnf,Pentanema indicum,Yes,52,Vicoa indica (L.) DC.,Asteraceae,Herb,Asters,13.84873331,78.42895372,Perennial herb,Forb
APC3,ab,APC3ab,Pentanema indicum,Yes,25,Vicoa indica (L.) DC.,Asteraceae,Herb,Asters,13.8280097,78.4130915,Perennial herb,Forb
APC3,bgrnf,APC3bgrnf,Pentanema indicum,Yes,190,Vicoa indica (L.) DC.,Asteraceae,Herb,Asters,13.82903847,78.41240476,Perennial herb,Forb
APA1,bgrnf,APA1bgrnf,Vigna aconitifolia,Yes,4,Vigna aconitifolia (Jacq.) Marchal,Fabaceae,Herb,Legumes,13.84898235,78.4284124,Annual herb,Forb
APC5,bgpnf,APC5bgpnf,Vigna trilobata,Yes,6,Vigna trilobata (L.) Verdc.,Fabaceae,Herb,Legumes,13.81476646,78.41896685,Annual herb,Forb
APC2,bgrnf,APC2bgrnf,Waltheria indica,Yes,8,Waltheria indica L.,Malvaceae,Undershrub,Mallow family,13.89582345,78.47713731,Perennial herb,Forb
APA17,bgpnf,APA17bgpnf,Merremia tridentata,Yes,6,Xenostegia tridentata (L.) D.F.Austin & Staples,Convolvulaceae,Herb,Morning glory family,14.1182461,78.3338937,Annual herb,Forb
APC1,bgrnf,APC1bgrnf,Merremia tridentata,Yes,8,Xenostegia tridentata (L.) D.F.Austin & Staples,Convolvulaceae,Herb,Morning glory family,13.84873331,78.42895372,Annual herb,Forb
APC5,bgpnf,APC5bgpnf,Merremia tridentata,Yes,17,Xenostegia tridentata (L.) D.F.Austin & Staples,Convolvulaceae,Herb,Morning glory family,13.81476646,78.41896685,Annual herb,Forb
